label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,mse_sig,mse_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
ext_otcfm1_s0,otcfm1,6850,2701.6732501238585,1753600,ema,4,euler,mixture,1,20000,0.1534922083536783,0.1534922083536783,0.0703305273691813,0.0703305272420247,16720,0.9922102551463552,-0.450678625146738,3.390777181457763,3.326819330078306,3.577595472626754,40.45201665908098
ext_otcfm1_s0,otcfm1,6850,2701.6732501238585,1753600,ema,16,midpoint,mixture,1,20000,0.046917233530680336,0.046917233022054035,0.024602091153462728,0.024602091153462728,16720,0.6965837952780084,-7.725092085012409,3.4340976915734265,3.3552662543317315,3.6267226182296275,162.0444730296731
