label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
pilot_otcfm_s0,otcfm,15470,6300.403129287064,3960320,ema,1,euler,mixture,1,20000,0.4265711252848307,0.4265711252848307,16720,1.316719165930686,7.245312491073563,5.0619343216698285,4.960254530627433,5.281693231493208,7.331785259768367
pilot_otcfm_s0,otcfm,15470,6300.403129287064,3960320,ema,2,euler,mixture,1,20000,0.2370142873128255,0.2370142873128255,16720,1.1688923728887466,3.759674890246688,3.8265115498398896,3.73800583818915,4.04685639881663,14.28305240906775
pilot_otcfm_s0,otcfm,15470,6300.403129287064,3960320,ema,4,euler,mixture,1,20000,0.1501553296407063,0.1501553298950195,16720,0.978829978493414,-0.7962314695832832,3.3617658396781973,3.272289696050804,3.561206254417878,28.906211256980896
pilot_otcfm_s0,otcfm,15470,6300.403129287064,3960320,ema,16,midpoint,mixture,1,20000,0.0484040732065836,0.048404073079427,16720,0.698556071875988,-7.722304587073303,3.4655243319548266,3.368731336826921,3.628272343978861,113.88602960854767
pilot_otcfm_s0,otcfm,26470,10800.573378551751,6776320,ema,4,euler,mixture,1,20000,0.14923817087809244,0.14923816986083985,16720,0.9775508575664218,-0.845881350645038,3.3453520425464833,3.2590374052303646,3.549387319460893,28.10048681125045
pilot_otcfm_s0,otcfm,26470,10800.573378551751,6776320,ema,4,midpoint,mixture,1,20000,0.05078359705607096,0.05078359680175781,16720,0.6723113419201687,-8.592087065517617,3.8198605803849945,3.778247500985883,4.025236626761298,28.656938835978508
pilot_otcfm_s0,otcfm,26470,10800.573378551751,6776320,ema,16,euler,mixture,1,20000,0.06925378176371257,0.06925378227233887,16720,0.7768124442660332,-5.800212050510936,3.3384246003282674,3.249727415985492,3.516042376975312,118.02783238515258
pilot_otcfm_s0,otcfm,26470,10800.573378551751,6776320,ema,16,midpoint,mixture,1,20000,0.0466130552927653,0.046613054911295575,16720,0.688028604360131,-8.008704997021615,3.514794615717961,3.391779467651277,3.662975253025479,119.15943639166653
