label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
ext_condcfm_s1,condcfm,22900,9001.61518894881,5862400,ema,8,midpoint,direct,4,20000,0.033536263338724774,0.034214392725626624,16720,0.9744163325845635,-0.764149690102162,4.21388154694628,3.719641952005645,4.505162080748763,227.35031579621136
ext_condcfm_s1,condcfm,22900,9001.61518894881,5862400,ema,8,midpoint,direct,16,20000,0.03252716865539551,0.03267765013376872,16720,0.9741012495611355,-0.7696517472632194,3.9803266802566624,3.5523293723522777,4.246624865850228,910.0369557179511
