label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
ext_regress_l1_s1,regress_l1,9210,3600.3242995887995,2357760,ema,1,none,direct,1,20000,0.019116564178466796,0.020925388526916503,16720,0.8689487837221309,-3.1123449279075603,4.1505528215290575,3.5457077337424785,4.347578330616971,7.198871409520507
