label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
pilot_regress_s0,regress,1520,600.0405041724443,389120,ema,1,none,direct,1,20000,0.025331472078959145,0.039980420875549316,16720,0.8312594616853171,-3.8905988779934972,4.250790519246352,4.054813229480967,4.302762699158486,10.407189980149269
