model,n,response_mean,response_sd,E_bias_gev,E_rmse_gev,logE_bias,logE_rmse,emd_gev,shape_emd,shape_emd_median,joint_corr_maxdiff,E_out_over_E_in,E_out_over_E_in_sd,E_out_over_E_true,E_out_over_E_true_rmse,dmass_true_mean,dmass_true_sd,dmass_bias,dmass_rmse,dgirth_true_mean,dgirth_true_sd,dgirth_bias,dgirth_rmse,empty_towers,halo_signed_gev,halo_clipped_gev,tower=0_mean,tower=0_rms,tower<0.2_mean,tower<0.2_rms,tower0.2-1_mean,tower0.2-1_rms,tower1-5_mean,tower1-5_rms,tower>5_mean,tower>5_rms,setting,step,train_time_min,updates,pairing,cost,ms_per_jet
identity F(J) = J,20000,1.0,0.0,6.484475135803223,6.614656925201416,0.22314350306987762,0.22314351797103882,7.033241102832303,0.032246836725914295,0.03166909826588044,0.24320357557639927,1.0,0.0,1.25,0.24999994039535522,-0.958843469619751,0.3135266900062561,0.958843469619751,1.0088012218475342,0.0031971787102520466,0.0030299932695925236,-0.0031971787102520466,0.004404861945658922,1.292949914932251,0.0,0.0,0.0,0.0,-0.023116348311305046,0.04781193286180496,-0.001590334577485919,0.21689359843730927,0.7223188877105713,0.9338088631629944,4.045337200164795,4.4524736404418945,,,,,,,
closure_se1_s0,20000,0.8079425692558289,0.037494972348213196,0.22396495938301086,1.324338674545288,0.008772790431976318,0.048209160566329956,2.866180466883846,0.09138031329844856,0.08250502054134595,0.10799694343455454,0.8079425692558289,0.037494972348213196,1.0099282264709473,0.047908708453178406,-0.958843469619751,0.3135266900062561,0.13996858894824982,0.5430747270584106,0.0031971787102520466,0.0030299932695925236,-0.0022708994802087545,0.014637638814747334,1.292949914932251,-5.565221727010794e-05,0.00023810038692317903,0.0001841528428485617,0.0016544538084417582,0.04267774894833565,0.12279383838176727,0.024685701355338097,0.27885058522224426,-0.13981354236602783,0.7605430483818054,-0.8684486150741577,2.1643762588500977,midpoint32,74720.0,110.00235242657364,74720.0,unpaired,shape_energy,2.9421847444027662
closure_se1_pool1024_s0,20000,0.8016905188560486,0.03160090744495392,0.009559097699820995,1.1001466512680054,0.0013069332344457507,0.04050584137439728,2.366730995237088,0.07603724340141006,0.06950933796055012,0.048088716367652995,0.8016905188560486,0.03160090744495392,1.0021131038665771,0.03955761343240738,-0.958843469619751,0.3135266900062561,0.013357872143387794,0.47169730067253113,0.0031971787102520466,0.0030299932695925236,-0.0019008470699191093,0.011283199302852154,1.292949914932251,0.0002494087384548038,0.0006541329203173518,0.0005059228278696537,0.0031788297928869724,0.02963993512094021,0.10151670128107071,0.01340227946639061,0.2578917443752289,-0.13032174110412598,0.672358512878418,-0.49689605832099915,1.609190821647644,midpoint32,17190.0,120.04201895880202,17190.0,unpaired,shape_energy,2.9631902407854795
