truth_set,model,reference,observable,n,mean_model,mean_truth,rel_shift,w1_sigma,corr,rel_res
jewel,OT-CFM coarse_thr0.5,truth,mass,8436,3.0005812644958496,4.21455717086792,-0.2880435287952423,0.9197236323974276,0.6576436088051739,0.7977178692817688
jewel,OT-CFM coarse_thr0.5,"truth, towers > 0.5 GeV",mass,8436,3.0005812644958496,3.305522918701172,-0.09225216507911682,0.2340930221884091,0.6477941171461057,0.8131870627403259
jewel,OT-CFM coarse_thr0.5,truth,girth,8436,0.18248304724693298,0.18568547070026398,-0.017246494069695473,0.09120687336392962,0.9493885666321026,0.34013473987579346
jewel,OT-CFM coarse_thr0.5,"truth, towers > 0.5 GeV",girth,8436,0.18248304724693298,0.17902955412864685,0.019290072843432426,0.06282919363412694,0.9470176020199238,0.3229796588420868
jewel,OT-CFM coarse_thr0.5,truth,ptd,8436,0.4669926166534424,0.429803729057312,0.08652527630329132,0.31891087121261424,0.8721591075536664,0.5056907534599304
jewel,OT-CFM coarse_thr0.5,"truth, towers > 0.5 GeV",ptd,8436,0.4669926166534424,0.48103123903274536,-0.029184428974986076,0.11738530979671027,0.8755538396408672,0.4933641254901886
jewel,OT-CFM coarse_thr0.5,truth,core,8436,0.45234373211860657,0.43753740191459656,0.03384014591574669,0.08630116750986168,0.9645483345659752,0.2873905599117279
jewel,OT-CFM coarse_thr0.5,"truth, towers > 0.5 GeV",core,8436,0.45234373211860657,0.4638945162296295,-0.024899592623114586,0.04399385843585201,0.9630615910022853,0.2694193720817566
jewel,OT-CFM coarse_thr0.5,truth,zlead,8436,0.3718126714229584,0.3412574231624603,0.08953724056482315,0.2054901295850456,0.920737030014817,0.4063732624053955
jewel,OT-CFM coarse_thr0.5,"truth, towers > 0.5 GeV",zlead,8436,0.3718126714229584,0.3825368285179138,-0.028034312650561333,0.0681235133246197,0.9186399419223708,0.3994498550891876
jewel,OT-CFM coarse_thr0.5,truth,n1,8436,5.06744909286499,5.871858596801758,-0.13699401915073395,0.3810319645939487,0.6659798508365222,0.8149480819702148
jewel,OT-CFM coarse_thr0.5,"truth, towers > 0.5 GeV",n1,8436,5.06744909286499,5.871858596801758,-0.13699401915073395,0.3810319645939487,0.6659798508365222,0.8149480819702148
jewel,OT-CFM coarse_thr0.5,truth,zg,8252,0.23342407474718638,0.22901986879294162,0.019230671895225968,0.040975232797970135,0.3348398364342318,1.1668701858270294
jewel,OT-CFM coarse_thr0.5,"truth, towers > 0.5 GeV",zg,8241,0.2335179215370458,0.2397629305088232,-0.026046599274225965,0.05533704752033011,0.39136410550218464,1.103511072982178
jewel,OT-CFM coarse_thr0.5,truth,rg,8252,0.23917770550872805,0.2506959551280523,-0.045945095577792194,0.10981819932338263,0.5986295326589841,0.9105618174171929
