family,arm,seed,run,net,step,hours,jer_cal,l1_sig,l1_bkg,jes,bias
flow,condcfm (mean of 16),0,ext_condcfm_s0 x16,ema,13790,1.5007898158797373,3.6367880425193433,0.0361791027069091,0.0365059645334879,0.9405470993257564,-2.022127893003386
flow,condcfm (mean of 16),0,ext_condcfm_s0 x16,ema,18390,2.0007040020326774,3.622814887380622,0.036112245496114,0.0363603141784667,0.9388365164895456,-2.0807507278954285
flow,condcfm (mean of 16),0,ext_condcfm_s0 x16,ema,27580,3.000528379250318,3.597290411050297,0.0359986250559488,0.0362424184799194,0.9367199041548164,-2.152906983353477
flow,condcfm (mean of 4),1,ext_condcfm_s1,ema,4590,0.5000516109023657,4.097062102300226,0.0382172175725301,0.0407701768875122,0.9360579620181462,-2.167011642059189
flow,condcfm (mean of 4),1,ext_condcfm_s1,ema,9170,1.0006350001713469,3.958525723349925,0.0378029799143473,0.0393258645375569,0.9369945776870954,-2.14122907809039
flow,condcfm (mean of 4),1,ext_condcfm_s1,ema,13750,1.5010696437892814,3.9373323166525775,0.0375901330947876,0.0386560533523559,0.936885151789186,-2.1497063847988582
flow,condcfm (mean of 4),1,ext_condcfm_s1,ema,18320,2.000241747966243,3.917792695910297,0.037452279027303,0.0382657025019327,0.9353753331600884,-2.2002688483900497
flow,condcfm (mean of 4),1,ext_condcfm_s1,ema,22900,2.5004486635968917,3.900776762238783,0.0373954337437947,0.0380954800923665,0.9347436379178592,-2.2222551202953453
flow,condcfm (mean of 4),1,ext_condcfm_s1,ema,27480,3.0005566543092335,3.901013320352017,0.0373473942438761,0.0380105825424194,0.9338196119920404,-2.2529308784512265
flow,condcfm (mean of 4),1,ext_condcfm_s1,raw,27480,3.0005566543092335,3.919271070134534,0.0373601322809855,0.0387629390716552,0.9134610931851662,-2.885640863790002
flow,condcfm (mean of 16),1,ext_condcfm_s1 x16,ema,22900,2.5004486635968917,3.603575069733553,0.0360342650095621,0.0362037763595581,0.9348571708876192,-2.214742778848316
flow,condcfm (mean of 4),2,ext_condcfm_s2,ema,4590,0.5002224981246723,4.0755869944305525,0.0382817347208658,0.0409194915771484,0.9359428156484572,-2.16325699963655
flow,condcfm (mean of 4),2,ext_condcfm_s2,ema,9180,1.0000794974880085,3.970288739474036,0.0377897183100382,0.0393548208872477,0.9360823651062992,-2.176588012125348
flow,condcfm (mean of 4),2,ext_condcfm_s2,ema,13770,1.5001647233735356,3.94347408893695,0.0375613339742024,0.0386502235412597,0.9365509649491914,-2.162033610870732
flow,condcfm (mean of 4),2,ext_condcfm_s2,ema,18360,2.0006493604245286,3.926209594188423,0.0374278917312622,0.0383245573679606,0.9354741167694792,-2.1994627936918505
flow,condcfm (mean of 4),2,ext_condcfm_s2,ema,22950,2.501084674898949,3.9138303075127374,0.0373675683339436,0.0381518806457519,0.9337445483701616,-2.2592507231236865
flow,condcfm (mean of 4),2,ext_condcfm_s2,ema,27530,3.0004154081870285,3.904576815771792,0.0372748823801676,0.0379724966049194,0.9316545071201792,-2.3280408534638326
flow,condcfm (mean of 4),2,ext_condcfm_s2,raw,27530,3.0004154081870285,3.9918892921555145,0.0371988878250122,0.0378973520914713,0.9298771774583332,-2.3984931917095955
flow,condcfm (mean of 16),2,ext_condcfm_s2 x16,ema,27530,3.0004154081870285,3.602700951175081,0.0359290108998616,0.0362144502003987,0.9319009668446968,-2.3158337688815727
flow,regress,0,ext_regress_s0,ema,760,0.08352568750787112,4.900872156964699,0.0323994609832763,0.044870260365804,0.8109944306152613,-6.12270103448501
flow,regress,0,ext_regress_s0,ema,1530,0.16733733583862584,4.491124293759892,0.0320053380966186,0.0427419029235839,0.8090387318053585,-6.171478059949386
flow,regress,0,ext_regress_s0,ema,2300,0.25099820138058726,4.337306023869713,0.0318625954945882,0.0420675409952799,0.8070687206680179,-6.250378956124416
flow,regress,0,ext_regress_s0,ema,3060,0.33359375092304416,4.253437241591121,0.0318169058481852,0.0417545062383016,0.8059592635105282,-6.28072079091588
flow,regress,0,ext_regress_s0,ema,3830,0.41716936183472475,4.209106107836484,0.0317920581181844,0.0416294078191121,0.8039732831722229,-6.346546936355911
flow,regress,0,ext_regress_s0,ema,4600,0.500723075175451,4.175500212933206,0.0317565028508504,0.0414802621205647,0.8035096834981937,-6.365009143759976
flow,regress,0,ext_regress_s0,ema,5370,0.5842359783003728,4.1814231493578085,0.0317435028076171,0.041254511642456,0.802359455653401,-6.405443820696766
flow,regress,0,ext_regress_s0,ema,6130,0.6667062336723837,4.160729065661003,0.0317313934326171,0.0410627430597941,0.8027552632549994,-6.392797849507495
flow,regress,0,ext_regress_s0,ema,6900,0.7502936068529056,4.149196792103908,0.0317284848531087,0.040945965830485,0.8019769137717693,-6.419675779320905
flow,regress,0,ext_regress_s0,ema,7670,0.8338340881425473,4.1251001062245125,0.0317278130849202,0.0409264326095581,0.8007472634972547,-6.460272120255155
flow,regress,0,ext_regress_s0,ema,8440,0.9173430281774037,4.116235984929953,0.0317211992899576,0.0407778038660685,0.8008055591224912,-6.455490372414981
flow,regress,0,ext_regress_s0,ema,9210,1.0009100973626806,4.11812672854647,0.031717651494344,0.0407119914372762,0.800719453017092,-6.46011945100701
flow,regress,1,ext_regress_s1,ema,760,0.08421582614589068,4.993498318913082,0.0324009545644124,0.0450797012329101,0.8138093912751284,-6.044383714604359
flow,regress,1,ext_regress_s1,ema,1520,0.1677345304791298,4.50628956962846,0.0320127937316894,0.0427774576187133,0.8064149624184973,-6.275891458059904
flow,regress,1,ext_regress_s1,ema,2270,0.25006107287481427,4.305698386064078,0.0318816690444946,0.0418214737574259,0.8053782476721493,-6.300042311504539
flow,regress,2,ext_regress_s2,ema,760,0.08355305468456613,4.894696237862231,0.0324165533701578,0.0449268633524576,0.8083882847716617,-6.198892395195457
flow,regress,2,ext_regress_s2,ema,1530,0.16723934813299113,4.411354755858531,0.0320139508565266,0.043012670135498,0.8058079584487207,-6.285541570250494
flow,regress,2,ext_regress_s2,ema,2300,0.2508686836519175,4.266349063114284,0.0318458540598551,0.0421010437011718,0.8062283172243525,-6.266459231419597
flow,regress_l1,0,ext_regress_l1_s0,ema,760,0.0836557795210845,4.806943196459399,0.02794834912618,0.0365007399241129,0.8314101026268655,-5.525123808433142
flow,regress_l1,0,ext_regress_l1_s0,ema,1530,0.16726230054886804,4.031339996870648,0.0269671332041422,0.0318453313827514,0.8467785041572483,-4.99659121459219
flow,regress_l1,0,ext_regress_l1_s0,ema,2300,0.25091464209266834,3.922430726957118,0.026735988998413,0.030337579981486,0.8532534831440046,-4.77745614368768
flow,regress_l1,0,ext_regress_l1_s0,ema,3060,0.33344792569263115,3.85833023486336,0.0266395920435587,0.0297817385991414,0.8553930886191783,-4.708321756952886
flow,regress_l1,0,ext_regress_l1_s0,ema,3830,0.417092732468413,3.855657277491919,0.0266113368988037,0.0293402880350748,0.8548742753628912,-4.7282194470668815
flow,regress_l1,0,ext_regress_l1_s0,ema,4600,0.5006954767472214,3.8241218912286943,0.0265602971394856,0.0289793907165527,0.8570514837508004,-4.656718553152314
flow,regress_l1,0,ext_regress_l1_s0,ema,5370,0.5842931047516564,3.8149321965093264,0.0265171974182128,0.0286797915140787,0.8587037822853141,-4.599453931441398
flow,regress_l1,0,ext_regress_l1_s0,ema,6130,0.6667899730987847,3.804938314349074,0.0264882781346639,0.028398692258199,0.8593476088992682,-4.578789060437384
flow,regress_l1,0,ext_regress_l1_s0,ema,6900,0.7503872156577805,3.794239006731546,0.0264731296539306,0.028246555964152,0.8593586076419513,-4.580752004689304
flow,regress_l1,0,ext_regress_l1_s0,ema,7670,0.8339892419738074,3.80625595664456,0.0264562786738077,0.02809594484965,0.8605700262870505,-4.541190884510449
flow,regress_l1,0,ext_regress_l1_s0,ema,8440,0.9176178423418767,3.798588987224604,0.0264484631856282,0.0279822541554768,0.8617034726926478,-4.505502601072707
flow,regress_l1,0,ext_regress_l1_s0,ema,9200,1.0001491724140943,3.7920266693259626,0.0264429794947306,0.0279723749160766,0.8618370096501557,-4.500424881017326
flow,regress_l1,0,ext_regress_l1_s0,raw,9200,1.0001491724140943,3.891063691181053,0.0265791856129964,0.0313996686935424,0.873442355310718,-4.07149199838174
flow,regress_l1,1,ext_regress_l1_s1,ema,760,0.0834300352819264,4.739362620094066,0.0278980997085571,0.0363365580240885,0.8335201176399655,-5.44718486892227
flow,regress_l1,1,ext_regress_l1_s1,ema,1530,0.16693377138011986,4.040887937456133,0.0269452454249064,0.031987816174825,0.8504495532901818,-4.881648832138935
flow,regress_l1,1,ext_regress_l1_s1,ema,2300,0.25054612326332265,3.9322410785054425,0.0267370073318481,0.0304266118367513,0.8528956583757508,-4.791439281549955
flow,regress_l1,1,ext_regress_l1_s1,ema,3070,0.3342002602521745,3.88263515106997,0.0266546374638875,0.0297710781733194,0.8551924343907676,-4.7174345147390895
flow,regress_l1,1,ext_regress_l1_s1,ema,3830,0.41682476052186557,3.850759937819463,0.0265846174875895,0.0291517072677612,0.8588417235012775,-4.597711877123739
flow,regress_l1,1,ext_regress_l1_s1,ema,4600,0.5003124523576764,3.83176495086022,0.026558238919576,0.0290001299540201,0.8594028859166636,-4.580053733890487
flow,regress_l1,1,ext_regress_l1_s1,ema,5370,0.583628929629922,3.833522356130581,0.0265291603724161,0.0286517812728881,0.8640373827344128,-4.43237974366173
flow,regress_l1,1,ext_regress_l1_s1,ema,6140,0.667084952911569,3.8276181249840926,0.0264921637852986,0.0283718189239501,0.8635544746514835,-4.447026323285427
flow,regress_l1,1,ext_regress_l1_s1,ema,6910,0.7506784796321557,3.831637735534236,0.026485535621643,0.0282929634094238,0.862761206035075,-4.474474408338149
flow,regress_l1,1,ext_regress_l1_s1,ema,7680,0.8341830405013428,3.820075032361053,0.0264656768798828,0.028147645441691,0.8637465397479287,-4.438987621898431
flow,regress_l1,1,ext_regress_l1_s1,ema,8450,0.9176967205231389,3.8154771363992737,0.0264521858851114,0.0281062294006347,0.8629486046394994,-4.466853800473416
flow,regress_l1,1,ext_regress_l1_s1,ema,9210,1.0000900832191109,3.812831778270394,0.0264403678894042,0.0279557748158772,0.8630014822118586,-4.464221889488021
flow,regress_l1,1,ext_regress_l1_s1,raw,9210,1.0000900832191109,3.789869421825693,0.0265812548955281,0.0294051593144734,0.8334526862761178,-5.377060206609745
flow,regress_l1,2,ext_regress_l1_s2,ema,770,0.08382512336182925,4.671786187483959,0.0278508309046427,0.0371624370574951,0.8421245565349853,-5.162605940663628
flow,regress_l1,2,ext_regress_l1_s2,ema,1550,0.16760090678723322,4.048136151379165,0.0269440477371215,0.0318706803003946,0.8511482708979837,-4.849814554560675
flow,regress_l1,2,ext_regress_l1_s2,ema,2320,0.25037740288509264,3.917043038573653,0.0267396536509195,0.030361985651652,0.8527346951628031,-4.799052325666135
flow,regress_l1,2,ext_regress_l1_s2,ema,3100,0.334319277840356,3.8811455611828656,0.026641895421346,0.0295592083613077,0.8573531955206846,-4.644525386740498
flow,regress_l1,2,ext_regress_l1_s2,ema,3870,0.417000859019657,3.854493676700092,0.0266108931859334,0.0292786453882853,0.8635871706082027,-4.437191646355423
flow,regress_l1,2,ext_regress_l1_s2,ema,4650,0.5007935736121403,3.846222322805218,0.0265631825764973,0.0289498699188232,0.8598799416590898,-4.56634702626499
flow,regress_l1,2,ext_regress_l1_s2,ema,5420,0.5835125697093705,3.837322257203392,0.0265327386220296,0.0286558390299479,0.8606932218353842,-4.5379734986892055
flow,regress_l1,2,ext_regress_l1_s2,ema,6200,0.6677048140805628,3.8158186487757897,0.0265128822962443,0.0284347668329874,0.8614691961118154,-4.516061745515205
flow,regress_l1,2,ext_regress_l1_s2,ema,6970,0.7509919545592533,3.804954125407705,0.0264812417984008,0.0281970513661702,0.8629819103985208,-4.465925677963516
flow,regress_l1,2,ext_regress_l1_s2,ema,7740,0.8342589232635995,3.80955225943605,0.0264641642888387,0.0280876241683959,0.8650226048843312,-4.401833922272329
flow,regress_l1,2,ext_regress_l1_s2,ema,8510,0.9175351201598014,3.8130093513996375,0.0264544898351033,0.0279766108830769,0.8639189019850143,-4.439218988876334
flow,regress_l1,2,ext_regress_l1_s2,ema,9280,1.0007919132585328,3.814868585798074,0.0264492586771647,0.0279594193140665,0.8629442758796959,-4.4702642998800295
flow,regress_l1,2,ext_regress_l1_s2,raw,9280,1.0007919132585328,3.879586948497113,0.0266294886271158,0.0300630549112955,0.8369399386016589,-5.310099635098655
flow,sbcfm (m - b),0,pilot_sbcfm_s0,ema,2750,0.3340655326615605,6.689869449182502,0.0602269313812255,0.0602269313812255,0.4771812402978169,-17.049946856490564
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,10000,1.6681693186693722,9.249437648479756,0.2724235046386719,0.1890932123819987,0.7463442386468689,-8.775713926355973
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,10000,1.6681693186693722,4.115074734353481,0.0365489974975585,0.0518566473642985,0.8690279637663538,-4.335001127544008
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,20000,3.339072727846603,5.771007465505692,0.0972020690917968,0.0712592077891031,0.8427134009069022,-5.436589712428471
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,20000,3.339072727846603,3.924534164954921,0.0303697494506835,0.0515077836354573,0.8142880300596349,-6.06621008818512
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,30000,5.023092208430171,4.044302840891954,0.0492218794504801,0.0574863258361816,0.9495340363731096,-1.7114485821502672
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,30000,5.023092208430171,3.864132337921944,0.0412356506983439,0.0560732018788655,0.9284340096186616,-2.279466336027081
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,40000,6.698437662468188,3.741700511964107,0.037492200978597,0.0552371281941731,0.981133508464488,-0.6116854264328164
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,40000,6.698437662468188,3.7703107690149182,0.0361495262145996,0.0477008749643961,0.9897612529367292,-0.3842195832814964
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,50000,8.376048438830509,3.68120539796869,0.0338723314921061,0.0495667172749837,0.976469642013446,-0.7662154318818534
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,50000,8.376048438830509,3.6957372766380665,0.0295916624069213,0.046964681371053,0.9204392248557206,-2.6148629737626106
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,60000,10.058734692761467,3.653508818371732,0.0327215492884318,0.0456492242177327,0.967079030875337,-1.0837211285685613
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,60000,10.058734692761467,3.68501445229218,0.0295075860977172,0.0435964374542236,0.8957974791598199,-3.4170018872843952
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,70000,11.811715686147412,3.642667032717324,0.0323864623387654,0.0439408749898274,0.9602585942455716,-1.3159358905367753
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,70000,11.811715686147412,3.696646082279728,0.0294039853413899,0.0487363786061604,0.913733358609835,-2.7933733340422005
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,80000,13.657314742207527,3.634864176265989,0.0329246927897135,0.0438007715861002,0.9598778722423532,-1.3356107247893751
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,80000,13.657314742207527,3.6696817797329406,0.0304695017496744,0.0429391801198323,0.8981882499032262,-3.3607371560443484
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,90000,15.507153830010857,3.6292383153464,0.0337837388356526,0.0438770697275797,0.9597323169583004,-1.3473326514838508
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,90000,15.507153830010857,3.5914306375177283,0.0292720899581909,0.0430184807459513,0.908773512947267,-2.942727188416536
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,100000,17.355815997814968,3.6302302145697807,0.0351884453455607,0.0442014325459798,0.9598119845738414,-1.354157233915067
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,100000,17.355815997814968,3.600855574308297,0.0304459976832071,0.0498122739156087,0.9651267518811486,-1.1449736592000628
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,110000,19.199750696408252,3.618810461902775,0.0356698228200276,0.0450797924041748,0.9569559758320476,-1.4578441026313806
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,110000,19.199750696408252,3.727100007142353,0.0304763214747111,0.0486087354024251,0.8902705710952081,-3.646981120150332
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,120000,21.060204785420662,3.610226614349212,0.0340888990402221,0.0454415790557861,0.9503698308793104,-1.667315296131343
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,120000,21.060204785420662,3.6565641306831496,0.0305194583257039,0.0435345195770263,0.9476740709390744,-1.7114947587268652
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,130000,22.917327154535386,3.603356189020864,0.0331163710912068,0.0459088370005289,0.9451717031088278,-1.833150806373724
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,130000,22.917327154535386,3.651717421099281,0.0380017034530639,0.0562092456817626,0.9114892274365124,-2.9822042490979066
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,ema,140000,24.768161118084357,3.595764626844713,0.0332428001403808,0.0473868817647298,0.9439782327231228,-1.872259533455592
uvcgan-s,uvcgan-s batch 32,0,base_b32_lr5e-5,raw,140000,24.768161118084357,3.635868684050223,0.0307389080047607,0.0548296417236328,0.9215012231038826,-2.52394284066881
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,ema,10000,1.6763328479582238,8.805738320604124,0.248469378153483,0.186077332051595,0.6311979748034675,-12.44366745111024
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,raw,10000,1.6763328479582238,4.084402647996089,0.0314582475026448,0.0533576477050781,0.954039154316062,-1.508928530681855
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,ema,20000,3.417132566983087,4.913304334380151,0.0907350034077962,0.0788670444488525,0.8583029672142417,-4.808249077303843
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,raw,20000,3.417132566983087,3.831273672594377,0.0327335116704305,0.0525997734069824,0.8546525733875395,-4.718105041835316
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,ema,30000,5.180319084386444,3.893405568663049,0.0481230717976888,0.0635406204223632,0.9766954048675194,-0.7664547495526118
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,raw,30000,5.180319084386444,3.80460917121382,0.0305672600428263,0.0442020481109619,0.9184997770658212,-2.659493843433509
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,ema,40000,6.941585642409821,3.7374603217703166,0.0378483451207478,0.0560394587198893,0.989060518261602,-0.3596754272529655
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,raw,40000,6.941585642409821,3.746616394750552,0.0329557807922363,0.0420667476654052,0.8731458675730829,-4.161471447098175
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,ema,50000,8.621062409668747,3.692553538742296,0.0346672264099121,0.0481886514027913,0.9727936457148636,-0.9145187401143628
uvcgan-s,uvcgan-s batch 32,1,base_b32_lr5e-5_s1,raw,50000,8.621062409668747,3.734062116216381,0.0304038723627726,0.0557843058268229,0.9739397714495228,-0.8659881110229944
