truth,model,readout,name,reference,observable,bias,rmse,rel_bias,rel_rmse,rel_res,corr,w1_sigma,within_1sd,sd_err_corr
val,OT-CFM-unet-s1,image,OT-CFM-unet-s1,full,et,-1.4827055931091309,3.7126779556274414,-0.2303674966096878,0.5768375992774963,0.5288406610488892,0.8685202876791133,0.23054534889898012,,
val,OT-CFM-unet-s1,image,OT-CFM-unet-s1,full,mass,0.3215710520744324,1.1539725065231323,0.23873856663703918,0.8567243218421936,0.8227882981300354,0.6207875788650239,0.25286571415127845,,
val,OT-CFM-unet-s1,image,OT-CFM-unet-s1,full,girth,0.008824147284030914,0.014924611896276474,0.1936926543712616,0.3275996744632721,0.26420578360557556,0.9672888948738334,0.19857311195360516,,
val,OT-CFM-unet-s1,image,OT-CFM-unet-s1,full,ptd,-0.039529599249362946,0.05073588341474533,-0.3808852434158325,0.4888627827167511,0.3064526617527008,0.9523908189776724,0.3808852478321495,,
val,OT-CFM-unet-s1,image,OT-CFM-unet-s1,full,core,-0.03056611493229866,0.06276170909404755,-0.1274665743112564,0.2617283761501312,0.22859139740467072,0.9771813538053392,0.14147442588629697,,
val,OT-CFM-unet-s1,image,OT-CFM-unet-s1,full,zlead,-0.028476539999246597,0.044449664652347565,-0.213096022605896,0.3326263129711151,0.2554023265838623,0.9681083018310376,0.21309601608033807,,
val,OT-CFM-unet-s1,image,OT-CFM-unet-s1,full,n1,-0.8630338907241821,2.0674586296081543,-0.39024972915649414,0.9348707795143127,0.849522590637207,0.6218378577963186,0.3903521722164957,,
val,OT-CFM-unet-s1,image,OT-CFM-unet-s1,full,zg,-0.023261779353769666,0.12226163116598963,-0.20705076866124802,1.0882385360857554,1.068360000476831,0.38816682376141903,0.2070508434387467,,
val,OT-CFM-unet-s1,image,OT-CFM-unet-s1,full,rg,0.024930903002376045,0.09271016171773773,0.2500914580932779,0.9300112202852369,0.8957539463743454,0.5589146086454528,0.2779525204270608,,
val,OT-CFM-unet-s1,thr0.5,"OT-CFM-unet-s1, thr0.5",thr,et,-3.678091287612915,4.938645362854004,-0.5554691553115845,0.7458393573760986,0.49772509932518005,0.8816383738757727,0.5554692034029188,,
val,OT-CFM-unet-s1,thr0.5,"OT-CFM-unet-s1, thr0.5",thr,mass,-0.5366633534431458,1.2262629270553589,-0.38778892159461975,0.8860883712768555,0.7967259883880615,0.6450456567536738,0.38784890762882407,,
val,OT-CFM-unet-s1,thr0.5,"OT-CFM-unet-s1, thr0.5",thr,girth,0.001302784658037126,0.013413929380476475,0.026142673566937447,0.26917415857315063,0.2679016590118408,0.9637022548327234,0.02678177145094376,,
val,OT-CFM-unet-s1,thr0.5,"OT-CFM-unet-s1, thr0.5",thr,ptd,-0.007929157465696335,0.04126498103141785,-0.07316232472658157,0.38075190782546997,0.37365666031837463,0.9300623988406934,0.07316231976197704,,
val,OT-CFM-unet-s1,thr0.5,"OT-CFM-unet-s1, thr0.5",thr,core,-0.00439081434160471,0.06025048717856407,-0.016601230949163437,0.22780108451843262,0.2271953672170639,0.9739184206411182,0.01995869716106384,,
