label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,mse_sig,mse_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
bb_uvcgan_otcfm1_s0,otcfm1,24210,5400.621804341674,6197760,ema,4,euler,mixture,1,20000,0.14864789861043295,0.14864789733886719,0.06571656532287598,0.06571656506856283,16720,0.9661219657429222,-1.1008367274936877,3.3433175840844314,3.275503663330983,3.545639635174553,22.09711007028818
