label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
ext_regress_s0,regress,8440,3302.4349014386535,2160640,ema,1,none,direct,1,20000,0.025005083020528156,0.03913800754547119,16720,0.8124480060438781,-4.466966421723936,3.9718268782866737,3.7534245744822554,4.167393318132809,10.226683683693409
