label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,mse_sig,mse_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
ext_pieces_s1,otcfm_pieces,16100,6300.360892705619,4121600,ema,16,midpoint,direct,1,20000,0.027717227363586425,0.028647939936319988,0.027949307696024578,0.022177010250091552,16720,0.9789723861626679,-0.5388804638785039,5.081698026137399,4.74299299354638,5.23984873730767,161.41243418306112
ext_pieces_s1,otcfm_pieces,16100,6300.360892705619,4121600,ema,16,midpoint,mixture,1,20000,0.0286479398727417,0.028647939936319988,0.022177010345458985,0.022177010250091552,16720,0.9381021808857894,-1.724054151602339,4.621202949641672,4.2136554986658235,5.029229970443008,161.36986080557108
