label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,mse_sig,mse_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
ext_otcfm1_bias1_s0,otcfm1,6790,2701.6272712871432,1738240,ema,4,euler,mixture,1,20000,0.1425163215637207,0.1425163215637207,0.056180223083496,0.0561802229563395,16720,0.9068145121390256,-2.4853338428946774,3.3670973845113217,3.309570832814527,3.5674338677676145,40.74851574003696
ext_otcfm1_bias1_s0,otcfm1,6790,2701.6272712871432,1738240,ema,16,midpoint,mixture,1,20000,0.04748925514221192,0.04748925501505534,0.02458146375020345,0.02458146375020345,16720,0.7010099739426157,-7.661328595277795,3.516310775634983,3.4050319352089873,3.7113501814125214,162.0727487578988
