label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,mse_sig,mse_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
ext_pieces_s2,otcfm_pieces,18560,7203.479150205851,4751360,ema,16,midpoint,direct,1,20000,0.027385039075215657,0.02746005096435547,0.02748790022532145,0.02221695286432902,16720,0.9974462691080411,-0.03582884694970966,4.895123775041288,4.35308494596149,4.910062328054755,161.41719783097506
ext_pieces_s2,otcfm_pieces,18560,7203.479150205851,4751360,ema,16,midpoint,mixture,1,20000,0.027460051091512044,0.02746005096435547,0.022216953055063885,0.02221695286432902,16720,0.9507793666682598,-1.4659057293212014,4.510268710485055,4.027295766537767,4.921114471831029,161.4527957290411
