label,method,step,train_time,examples,net,nfe,solver,decode,samples,n_events,l1_sig,l1_bkg,mse_sig,mse_bkg,n_jets,jes,bias,jer,jer_iqr,jer_cal,eval_time
ext_otcfm1_s1,otcfm1,2270,903.310963369906,581120,ema,4,euler,mixture,1,20000,0.1566692749023437,0.15666927541097,0.0731594992319742,0.0731594991048177,16720,0.991765396377698,-0.4802159355587936,3.410307781066401,3.3391859904318237,3.6097618475654665,40.32236064970493
ext_otcfm1_s1,otcfm1,2270,903.310963369906,581120,ema,16,midpoint,mixture,1,20000,0.04667964413960775,0.046679644266764325,0.024765337117513022,0.024765337117513022,16720,0.6926225979332912,-7.780929243564606,3.4529458362725647,3.3579685672112443,3.6753381228551993,161.9783215597272
